,location,total_sqft,bath,price,bhk
5746,other,1590.0,2.0,85.0,3
5748,other,1181.0,2.0,75.0,2
5750,other,1750.0,3.0,123.0,3
5752,other,1027.0,2.0,60.0,2
5753,other,3463.0,6.0,310.0,4
5755,other,2790.0,5.0,198.0,4
5756,other,1000.0,2.0,60.0,2
5758,other,1200.0,2.0,85.0,2
5760,other,1570.0,3.0,110.0,3
5761,other,1500.0,3.0,135.0,3
5763,other,1105.0,2.0,90.0,2
5765,other,905.0,1.0,62.0,1
5767,other,1083.0,2.0,100.0,2
5774,other,1450.0,3.0,75.0,3
5775,other,1639.0,3.0,120.0,3
5776,other,1870.0,3.0,138.0,3
5777,other,1232.0,2.0,87.0,2
5779,other,2000.0,4.0,130.0,3
5780,other,1230.0,2.0,79.0,2
5781,other,1350.0,4.0,140.0,4
5782,other,1076.0,2.0,67.0,2
5785,other,2120.0,3.0,177.0,3
5788,other,1320.0,2.0,115.0,2
5789,other,1431.5,3.0,72.02,3
5790,other,1320.0,2.0,99.26,2
5791,other,2901.0,4.0,190.0,3
5794,other,1596.0,3.0,79.8,3
5795,other,1750.0,3.0,130.0,3
5797,other,4062.5,2.0,341.0,4
5798,other,1175.0,2.0,79.0,2
5800,other,1713.0,3.0,125.0,3
5804,other,1795.0,3.0,139.0,3
5805,other,600.0,1.0,19.5,1
5806,other,1240.0,2.0,65.0,2
5807,other,1965.0,4.0,132.0,3
5808,other,4111.0,4.0,370.0,4
5810,other,1112.0,2.0,68.0,2
5811,other,1136.0,2.0,64.5,2
5812,other,914.0,2.0,55.0,2
5818,other,1485.0,2.0,96.51,2
5824,other,720.0,1.0,60.0,1
5825,other,1460.0,2.0,100.0,3
5827,other,1158.0,2.0,75.0,2
5829,other,1760.0,3.0,128.0,3
5830,other,3200.0,4.0,200.0,4
5833,other,1706.0,3.0,154.0,3
5834,other,1600.0,3.0,112.0,3
5835,other,1200.0,2.0,90.0,2
5836,other,1755.0,3.0,101.0,3
5838,other,1200.0,2.0,67.0,2
5839,other,1266.67,2.0,69.0,2
5840,other,1800.0,3.0,90.0,3
5844,other,2000.0,2.0,160.0,2
5845,other,1210.0,2.0,80.0,2
5852,other,1163.0,2.0,65.0,2
5853,other,1650.0,3.0,110.0,3
5854,other,1800.0,3.0,95.0,3
5855,other,1100.0,2.0,58.0,2
5858,other,1933.0,3.0,98.0,3
5861,other,2679.0,5.0,280.0,4
5863,other,1230.0,2.0,75.0,2
5864,other,770.0,1.0,43.82,1
5865,other,1777.26,3.0,105.0,3
5866,other,1339.0,2.0,85.0,2
5867,other,3044.0,3.0,183.0,3
5870,other,2400.0,2.0,135.0,2
5871,other,1450.0,3.0,72.0,3
5873,other,1163.0,2.0,62.0,3
5874,other,1200.0,2.0,65.0,2
5875,other,1299.0,2.0,100.0,2
5877,other,1170.0,2.0,75.0,2
5878,other,2195.0,2.0,152.0,3
5879,other,2600.0,4.0,175.0,4
5881,other,1900.0,3.0,125.0,3
5884,other,705.0,1.0,57.0,1
5885,other,1089.0,2.0,60.0,2
5886,other,880.0,2.0,48.0,2
5888,other,1093.0,2.0,68.1,2
5889,other,1480.0,3.0,75.48,3
5890,other,1703.0,3.0,125.0,3
5892,other,1690.0,3.0,116.0,3
5893,other,1305.0,2.0,78.0,2
5898,other,1500.0,4.0,99.0,3
5901,other,1200.0,2.0,100.0,3
5902,other,2225.0,3.0,149.0,3
5903,other,1022.0,2.0,57.0,2
5907,other,650.0,1.0,17.0,1
5909,other,1200.0,2.0,76.0,2
5914,other,1275.0,2.0,73.0,2
5917,other,1444.0,2.0,71.5,3
5919,other,1000.0,1.0,90.0,2
5922,other,1300.0,2.0,120.0,2
5923,other,1713.0,3.0,110.0,3
5925,other,3004.0,4.0,158.0,3
5927,other,790.0,2.0,49.5,2
5928,other,1605.0,3.0,100.0,3
5929,other,1250.0,2.0,82.0,2
5930,other,1260.0,2.0,76.0,3
5933,other,1025.0,2.0,53.9,2
5934,other,1877.0,4.0,150.0,3
5935,other,1649.0,3.0,150.0,3
5937,other,1542.0,3.0,98.0,3
5938,other,1418.0,2.0,105.0,2
5940,other,1200.0,2.0,65.0,2
5942,other,1680.0,4.0,95.0,3
5943,other,1171.0,2.0,72.0,2
5944,other,1027.0,2.0,68.62,2
5947,other,1232.0,2.0,74.0,2
5949,other,525.0,1.0,27.0,1
5951,other,1254.0,2.0,65.0,3
5953,other,1593.0,3.0,118.0,3
5954,other,1333.0,2.0,77.27,2
5955,other,1100.0,3.0,110.0,3
5957,other,1650.0,3.0,82.0,3
5959,other,940.0,2.0,54.0,2
5960,other,435.0,1.0,21.0,1
5962,other,1500.0,2.0,77.5,3
5963,other,1890.0,2.0,100.0,3
5964,other,1050.0,2.0,70.0,2
5967,other,3000.0,4.0,235.0,3
5968,other,1459.0,2.0,95.0,3
5969,other,1711.0,3.0,85.61,3
5970,other,1250.0,2.0,98.0,2
5971,other,645.0,1.0,16.45,1
5972,other,875.0,2.0,57.0,2
5976,other,2072.0,4.0,160.0,3
5979,other,1310.0,3.0,95.0,4
5981,other,525.0,1.0,27.5,1
5982,other,1395.0,3.0,82.0,3
5983,other,2000.0,3.0,105.0,3
5984,other,1232.0,2.0,66.0,2
5986,other,1205.0,2.0,70.0,2
5991,other,1200.0,2.0,62.5,2
5993,other,1069.0,2.0,55.0,2
5994,other,1200.0,3.0,99.0,3
5995,other,1065.0,2.0,55.0,2
5996,other,1395.0,2.0,75.0,2
5997,other,1725.0,2.0,165.0,3
6001,other,1645.0,3.0,117.0,3
6006,other,1829.0,3.0,125.0,3
6007,other,1800.0,4.0,178.0,4
6008,other,1000.0,2.0,60.0,2
6009,other,5720.0,3.0,350.0,3
6011,other,1390.0,2.0,95.0,2
6012,other,1500.0,3.0,104.0,3
6013,other,2047.0,3.0,136.0,3
6014,other,1202.0,2.0,79.0,2
6015,other,1012.0,2.0,59.0,2
6017,other,605.0,1.0,40.0,1
6018,other,1331.0,2.0,88.0,2
6019,other,1200.0,2.0,69.0,2
6021,other,1007.0,2.0,62.0,2
6025,other,450.0,1.0,12.5,1
6026,other,1341.0,2.0,95.0,2
6028,other,992.0,2.0,60.0,2
6029,other,1163.0,2.0,68.0,2
6030,other,1229.0,2.0,70.0,2
6031,other,600.0,2.0,39.0,2
6033,other,1525.0,2.0,99.13,3
6034,other,1147.0,2.0,60.0,2
6035,other,1412.0,2.0,88.0,3
6037,other,1190.0,2.0,63.0,2
6038,other,1240.0,2.0,65.0,3
6042,other,1700.0,3.0,111.0,3
6045,other,400.0,2.0,25.0,1
6046,other,1342.0,2.0,70.0,2
6052,other,2700.0,3.0,150.0,3
6053,other,1780.0,3.0,110.0,3
6055,other,1200.0,2.0,80.0,2
6056,other,900.0,2.0,49.0,2
6061,other,900.0,2.0,65.0,3
6063,other,1500.0,1.0,60.0,1
6064,other,1711.0,3.0,110.0,3
6068,other,1752.12,3.0,133.0,3
6070,other,1540.0,3.0,85.0,3
6071,other,665.0,1.0,32.0,1
6072,other,1665.0,3.0,110.0,3
6075,other,1693.0,3.0,125.0,3
6076,other,2456.0,3.0,220.0,3
6084,other,1375.0,2.0,72.0,2
6085,other,1200.0,2.0,75.0,3
6086,other,1315.0,2.0,75.0,2
6089,other,1178.0,2.0,82.0,2
6092,other,1093.0,2.0,72.0,2
6094,other,5000.0,6.0,360.0,5
6095,other,2210.0,3.0,156.0,3
6096,other,1150.0,2.0,70.0,2
6098,other,1173.0,2.0,78.2,2
6100,other,1717.0,3.0,120.0,3
6103,other,1025.0,2.0,90.0,2
6107,other,1740.0,4.0,130.0,3
6108,other,1232.0,2.0,88.0,2
6112,other,552.0,1.0,23.5,1
6114,other,1225.0,2.0,65.0,2
6115,other,650.0,1.0,16.0,1
6119,other,1240.0,2.0,71.0,2
6120,other,1200.0,2.0,75.0,2
6122,other,1504.0,2.0,102.0,3
6124,other,2365.0,4.0,175.0,3
6126,other,864.0,2.0,45.0,2
6128,other,1333.0,2.0,100.0,2
6129,other,1800.0,4.0,145.0,4
6130,other,6136.0,4.0,550.0,4
6131,other,1698.0,3.0,107.0,3
6137,other,3000.0,4.0,240.0,4
6138,other,2145.0,3.0,165.0,3
6139,other,1693.0,3.0,125.0,3
6142,other,1150.0,2.0,60.0,2
6146,other,1625.0,3.0,92.0,3
6147,other,1246.0,2.0,67.4,2
6148,other,2400.0,4.0,250.0,4
6150,other,1000.0,2.0,70.65,2
6153,other,1395.0,2.0,79.0,3
6155,other,1903.0,6.0,140.0,5
6158,other,1490.0,2.0,92.0,3
6159,other,1144.0,2.0,67.0,2
6160,other,2400.0,5.0,140.0,4
6162,other,2500.0,3.0,190.0,3
6163,other,1216.0,2.0,75.0,2
6164,other,1044.0,2.0,60.0,2
6165,other,1352.0,3.0,93.0,2
6167,other,1785.0,3.0,120.0,3
6174,other,1591.0,3.0,122.0,3
6175,other,1640.0,3.0,84.0,3
6176,other,450.0,1.0,16.0,1
6187,other,1050.0,2.0,55.5,2
6189,other,1280.0,2.0,69.0,3
6190,other,1614.0,3.0,95.0,3
6191,other,1000.0,2.0,58.0,2
6199,other,645.0,1.0,16.45,1
6202,other,1240.0,2.0,65.0,3
6204,other,1293.0,2.0,75.0,2
6206,other,1599.0,3.0,80.0,3
6209,other,860.0,2.0,65.5,2
6210,other,1050.0,2.0,63.5,2
6211,other,1595.0,3.0,88.0,3
6212,other,1350.0,2.0,102.0,2
6214,other,2990.0,4.0,240.0,4
6217,other,1457.0,3.0,85.0,3
6219,other,1100.0,2.0,66.0,2
6220,other,1655.0,3.0,120.0,3
6221,other,1691.2,3.0,115.0,3
6224,other,1639.0,3.0,129.0,3
6225,other,1685.0,3.0,135.0,3
6227,other,2122.0,3.0,125.0,3
6231,other,1252.0,2.0,65.0,3
6232,other,1374.0,2.0,88.0,3
6233,other,500.0,1.0,30.0,1
6234,other,1355.0,3.0,83.87,3
6237,other,4003.0,6.0,300.0,4
6238,other,2400.0,3.0,135.0,3
6239,other,1560.0,3.0,90.0,3
6245,other,1351.0,2.0,78.0,3
6246,other,960.0,2.0,50.0,2
6249,other,2400.0,3.0,180.0,3
6252,other,1255.0,3.0,115.0,3
6253,other,1051.0,2.0,61.0,2
6254,other,1099.0,2.0,65.0,2
6255,other,2650.0,4.0,199.0,3
6256,other,2000.0,2.0,160.0,4
6257,other,1541.0,2.0,130.0,2
6258,other,1200.0,3.0,70.0,3
6260,other,1650.0,3.0,85.0,3
6261,other,834.0,1.0,62.0,1
6264,other,600.0,1.0,52.0,1
6265,other,1180.0,2.0,70.0,2
6268,other,1580.0,3.0,105.0,3
6269,other,2000.0,3.0,165.0,3
6270,other,1920.0,3.0,130.0,3
6271,other,1200.0,2.0,76.0,3
6273,other,1430.0,2.0,90.0,3
6275,other,1564.0,3.0,105.0,3
6276,other,750.0,2.0,58.0,2
6280,other,2000.0,4.0,135.0,4
6281,other,2750.0,3.0,260.0,3
6282,other,1650.0,3.0,105.0,3
6286,other,3450.0,5.0,348.0,3
6290,other,1030.0,2.0,60.0,2
6292,other,3800.0,3.0,325.0,4
6293,other,4260.0,4.0,333.0,4
6294,other,1950.0,6.0,175.0,5
6296,other,1283.0,2.0,68.0,2
6298,other,2400.0,2.0,180.0,3
6299,other,1250.0,2.0,68.75,3
6302,other,1199.0,2.0,85.0,2
6303,other,1280.0,2.0,90.0,2
6305,other,1100.0,2.0,60.0,2
6306,other,2075.0,3.0,175.0,3
6308,other,2400.0,3.0,140.0,4
6309,other,1280.0,2.0,69.0,2
6310,other,1250.0,3.0,65.0,3
6314,other,600.0,1.0,47.0,1
6315,other,1335.0,2.0,87.0,3
6316,other,1246.0,2.0,67.3,2
6317,other,3496.5,2.0,237.5,3
6322,other,1120.0,2.0,70.0,2
6323,other,435.0,1.0,22.0,1
6325,other,1480.0,3.0,95.0,3
6329,other,1265.0,2.0,83.0,2
6330,other,1700.0,3.0,88.2,3
6334,other,2180.0,3.0,210.0,3
6336,other,2023.0,4.0,130.0,3
6337,other,2400.0,2.0,125.0,2
6339,other,1804.0,3.0,166.0,3
6341,other,1108.0,2.0,74.23,2
6342,other,1730.0,3.0,115.0,3
6347,other,2215.0,4.0,150.0,3
6350,other,1438.0,2.0,89.0,2
6351,other,1080.0,2.0,75.0,2
6352,other,1200.0,3.0,125.0,3
6353,other,1200.0,1.0,103.0,2
6355,other,1350.0,3.0,68.0,3
6359,other,2274.24,4.0,160.0,3
6360,other,1484.0,3.0,74.18,3
6362,other,2280.0,4.0,184.0,3
6363,other,1351.0,2.0,74.0,2
6367,other,984.0,2.0,55.0,2
6368,other,1770.0,3.0,100.0,3
6369,other,1447.0,2.0,75.97,2
6370,other,1140.0,2.0,60.0,2
6373,other,1296.0,2.0,89.0,2
6374,other,1570.0,3.0,80.0,3
6379,other,1533.0,3.0,98.18,3
6380,other,1100.0,2.0,68.0,2
6381,other,1540.0,3.0,90.0,3
6383,other,1040.0,2.0,68.59,2
6386,other,1245.0,2.0,100.0,2
6387,other,1350.0,3.0,75.0,3
6389,other,920.0,2.0,60.0,2
6390,other,2300.0,7.0,160.0,6
6393,other,1100.0,2.0,71.42,2
6394,other,1019.0,2.0,58.0,2
6395,other,1756.0,3.0,128.0,3
6397,other,1200.0,3.0,125.0,4
6398,other,1700.0,3.0,150.0,3
6399,other,2134.0,4.0,118.0,3
6400,other,1369.1,2.0,98.0,2
6401,other,2515.0,4.0,155.0,3
6402,other,2215.0,4.0,154.0,3
6403,other,1440.0,3.0,72.0,3
6406,other,1800.0,3.0,140.0,3
6410,other,1740.0,3.0,150.0,3
6411,other,900.0,2.0,90.0,2
6412,other,1567.0,3.0,140.0,2
6414,other,1050.0,2.0,80.0,2
6416,other,3500.0,4.0,185.0,3
6418,other,1970.0,3.0,164.0,3
6419,other,2130.0,4.0,120.0,4
6420,other,1749.0,3.0,120.0,3
6421,other,1260.0,2.0,108.0,2
6422,other,1170.0,2.0,120.0,2
6424,other,2264.0,3.0,168.0,3
6427,other,1125.0,2.0,65.0,2
6430,other,1300.0,2.0,75.0,3
6431,other,1600.0,3.0,83.0,3
6432,other,1052.0,2.0,60.0,3
6434,other,2200.0,3.0,220.0,3
6438,other,1520.0,2.0,85.0,3
6439,other,525.0,1.0,26.25,1
6440,other,1040.0,2.0,61.0,2
6441,other,1300.0,2.0,67.0,3
6442,other,2690.0,4.0,201.0,4
6443,other,780.0,1.0,70.0,1
6446,other,646.0,1.0,25.84,1
6447,other,1600.0,3.0,150.0,3
6448,other,1890.0,4.0,125.0,3
6451,other,1970.0,3.0,160.0,3
6453,other,1007.0,2.0,67.0,2
6455,other,1700.0,3.0,150.0,3
6458,other,1150.0,2.0,62.0,3
6466,other,1210.0,2.0,77.0,2
6467,other,1050.0,2.0,55.0,2
6468,other,1920.0,3.0,150.0,3
6470,other,947.55,2.0,80.0,2
6471,other,1421.0,2.0,90.0,2
6472,other,1425.0,2.0,74.31,3
6474,other,905.0,1.0,60.0,1
6477,other,3500.0,4.0,289.0,4
6480,other,2250.0,3.0,200.0,3
6483,other,3200.0,3.0,250.0,4
6487,other,1304.0,2.0,111.0,2
6488,other,2100.0,3.0,200.0,3
6490,other,1636.0,3.0,85.0,3
6492,other,1728.0,3.0,125.0,3
6493,other,1680.0,3.0,125.0,3
6494,other,3990.0,4.0,260.0,4
6495,other,1495.0,2.0,83.0,2
6496,other,2501.0,3.0,138.0,3
6497,other,381.0,1.0,28.0,1
6498,other,2002.0,3.0,120.0,3
6499,other,3200.0,3.0,260.0,3
6500,other,1200.0,2.0,70.0,2
6503,other,1450.0,3.0,90.0,3
6505,other,1210.0,2.0,80.0,2
6507,other,1620.0,3.0,90.0,3
6508,other,3408.0,3.0,260.0,3
6511,other,1374.0,3.0,72.0,3
6512,other,1603.0,3.0,113.0,3
6514,other,670.0,1.0,50.0,1
6515,other,1864.0,3.0,105.0,4
6519,other,770.0,1.0,39.9,2
6521,other,1893.0,3.0,115.0,3
6522,other,1496.0,2.0,78.0,3
6524,other,1550.0,2.0,82.0,3
6526,other,1494.0,2.0,94.55,3
6527,other,1286.0,2.0,69.0,2
6528,other,1860.0,3.0,95.0,3
6530,other,1200.0,2.0,75.0,2
6538,other,1210.0,2.0,75.0,2
6539,other,1200.0,3.0,110.0,4
6540,other,1157.0,2.0,57.84,3
6542,other,1450.0,3.0,100.0,3
6543,other,1859.0,3.0,121.0,3
6546,other,1200.0,2.0,100.0,3
6547,other,784.0,1.0,35.285,1
6548,other,5000.0,2.0,400.0,2
6556,other,1308.0,2.0,89.04,2
6557,other,1232.0,2.0,69.6,2
6559,other,1250.0,2.0,65.0,2
6561,other,1434.0,3.0,84.0,3
6563,other,1858.0,3.0,123.0,3
6564,other,1205.0,2.0,70.0,2
6565,other,1500.0,3.0,90.0,3
6567,other,965.0,2.0,56.0,2
6569,other,1724.0,3.0,125.0,3
6570,other,1216.0,2.0,67.0,2
6571,other,654.0,1.0,36.25,1
6574,other,1636.0,3.0,92.0,3
6575,other,1195.0,2.0,73.0,2
6576,other,2400.0,3.0,251.0,3
6577,other,1250.0,2.0,67.0,2
6578,other,1452.0,3.0,90.0,3
6579,other,1546.0,3.0,95.0,3
6584,other,375.0,1.0,26.0,1
6585,other,1007.0,2.0,66.0,2
6587,other,800.0,3.0,59.5,2
6590,other,2850.0,5.0,240.0,4
6591,other,1400.0,2.0,85.0,2
6592,other,1152.0,2.0,61.0,2
6595,other,2990.0,5.0,173.0,3
6596,other,1310.0,2.0,85.0,2
6597,other,1590.0,2.0,126.0,3
6598,other,1645.0,3.0,110.0,3
6599,other,1800.0,2.0,100.0,3
6600,other,1795.0,3.0,150.0,3
6602,other,777.0,1.0,38.535,1
6603,other,925.0,2.0,70.0,2
6604,other,1542.14,3.0,120.0,3
6605,other,3746.0,6.0,375.0,4
6607,other,1020.0,2.0,55.0,2
6610,other,2470.0,4.0,203.0,4
6613,other,1697.0,3.0,110.0,3
6616,other,1200.0,4.0,95.0,4
6617,other,5100.0,6.0,375.0,5
6620,other,1417.0,2.0,76.0,3
6621,other,1492.0,3.0,88.0,3
6622,other,1498.0,3.0,79.15,3
6623,other,3500.0,2.0,350.0,4
6627,other,1847.0,3.0,125.0,3
6630,other,2144.6,4.0,145.0,3
6634,other,1480.0,3.0,74.0,3
6636,other,1221.0,3.0,65.0,3
6638,other,2072.0,3.0,122.0,3
6641,other,1253.0,2.0,81.5,2
6642,other,1061.0,2.0,54.92,2
6643,other,1950.0,3.0,115.0,3
6644,other,1250.0,2.0,68.0,2
6645,other,1585.0,2.0,80.0,3
6651,other,400.0,1.0,35.0,1
6652,other,4000.0,4.0,325.0,4
6653,other,1300.0,2.0,100.0,2
6656,other,2072.0,4.0,152.0,3
6658,other,1565.0,3.0,98.91,3
6661,other,3657.0,5.0,310.0,5
6664,other,1410.0,2.0,73.0,3
6666,other,1299.0,2.0,95.0,2
6669,other,2400.0,5.0,180.0,4
6670,other,1255.0,2.0,95.0,3
6671,other,1655.0,3.0,131.0,3
6672,other,2830.0,5.0,190.0,4
6673,other,6000.0,1.0,276.0,1
6674,other,825.0,2.0,40.0,1
6675,other,1634.0,3.0,111.0,3
6676,other,1222.0,2.0,80.0,2
6678,other,1890.0,4.0,100.0,3
6679,other,3750.0,6.0,375.0,4
6681,other,1295.0,2.0,78.5,2
6682,other,1320.0,2.0,100.0,2
6683,other,3000.0,3.0,170.0,4
6684,other,1197.0,2.0,82.0,2
6686,other,840.0,1.0,57.6,1
6687,other,640.0,1.0,19.83,1
6689,other,1000.0,2.0,62.0,2
6690,other,1305.0,2.0,70.0,2
6691,other,450.0,1.0,18.0,1
6692,other,705.0,1.0,57.0,1
6694,other,5000.0,4.0,425.0,4
6695,other,1991.0,3.0,104.0,3
6696,other,1779.0,3.0,90.0,3
6698,other,1595.0,3.0,120.0,3
6699,other,525.0,1.0,26.0,1
6700,other,2000.0,4.0,138.0,3
6701,other,1614.0,3.0,93.0,3
6704,other,1610.0,3.0,80.48,3
6707,other,4800.0,5.0,420.0,4
6708,other,1460.0,2.0,97.0,3
6709,other,600.0,1.0,33.0,1
6711,other,2600.0,3.0,147.0,3
6712,other,645.0,1.0,42.5,1
6713,other,800.0,2.0,80.0,2
6714,other,1350.0,2.0,90.0,2
6717,other,800.0,1.0,72.0,1
6718,other,1215.0,2.0,68.0,2
6719,other,2273.0,4.0,192.0,3
6722,other,1225.0,2.0,82.0,3
6723,other,1120.0,2.0,60.0,2
6724,other,1225.0,2.0,69.0,3
6726,other,1984.0,4.0,145.0,3
6727,other,2425.0,3.0,197.0,3
6730,other,1655.0,3.0,97.0,3
6731,other,500.0,1.0,14.0,1
6732,other,1200.0,3.0,68.38,3
6737,other,655.0,1.0,27.0,1
6738,other,1311.0,2.0,84.86,3
6740,other,1196.0,2.0,96.0,2
6741,other,1050.0,2.0,59.0,3
6743,other,927.0,2.0,50.0,2
6745,other,1333.0,2.0,104.0,2
6746,other,600.0,1.0,18.0,1
6749,other,1370.0,2.0,125.0,2
6750,other,1100.0,2.0,85.0,2
6751,other,1650.0,3.0,100.0,3
6752,other,1917.0,3.0,132.0,3
6753,other,950.0,2.0,58.11,2
6756,other,1804.0,3.0,175.0,3
6757,other,1257.0,2.0,68.5,2
6758,other,650.0,1.0,19.87,1
6759,other,1850.0,3.0,150.0,3
6760,other,2800.0,4.0,200.0,4
6762,other,1161.0,2.0,63.85,2
6766,other,1200.0,3.0,67.77,3
6768,other,4000.0,4.0,225.0,4
6769,other,1315.0,2.0,70.0,2
6770,other,1370.0,2.0,90.0,3
6771,other,1465.0,3.0,90.0,2
6772,other,1128.0,2.0,64.0,2
6773,other,1250.0,2.0,70.0,3
6774,other,1645.0,3.0,117.0,3
6775,other,1284.0,2.0,75.0,3
6776,other,2600.0,3.0,199.0,3
6777,other,1820.0,3.0,150.0,3
6780,other,1215.0,2.0,68.0,2
6782,other,1400.0,2.0,78.0,3
6785,other,3854.5,6.0,385.5,4
6786,other,1199.0,2.0,85.0,2
6788,other,1767.0,3.0,109.0,3
6790,other,1856.0,3.0,135.0,3
6791,other,1613.0,3.0,150.0,3
6792,other,1290.0,2.0,90.0,2
6793,other,1375.0,2.0,78.0,2
6794,other,985.0,2.0,57.0,2
6796,other,605.0,1.0,13.31,1
6797,other,6000.0,12.0,150.0,11
6802,other,3692.0,5.0,340.0,5
6803,other,1540.0,2.0,78.0,3
6804,other,1503.0,2.0,93.0,3
6805,other,1850.0,4.0,120.0,3
6813,other,1880.0,3.0,120.0,3
6815,other,4408.0,4.0,344.0,4
6818,other,1962.0,3.0,175.0,3
6821,other,1894.0,3.0,115.0,3
6822,other,1760.0,3.0,142.0,3
6823,other,1768.0,3.0,95.0,3
6824,other,1790.0,3.0,97.0,3
6826,other,2540.0,4.0,160.0,4
6828,other,3181.0,2.0,229.0,4
6829,other,1568.0,2.0,100.0,3
6830,other,4920.0,4.0,393.5,4
6833,other,800.0,1.0,32.0,1
6834,other,530.0,1.0,13.5,1
6837,other,2072.0,4.0,160.0,3
6838,other,2273.0,3.0,159.0,3
6839,other,760.0,1.0,50.0,1
6841,other,2072.0,4.0,155.0,3
6842,other,2666.0,3.0,230.0,3
6843,other,1550.0,2.0,89.0,3
6853,other,3600.0,9.0,240.0,9
6854,other,600.0,1.0,35.0,1
6857,other,1200.0,3.0,98.0,3
6858,other,1149.0,2.0,65.0,2
6859,other,1745.0,2.0,98.485,3
6860,other,1010.0,2.0,55.0,2
6861,other,1718.0,3.0,119.0,3
6863,other,1330.0,2.0,77.0,2
6864,other,1200.0,2.0,68.0,2
6865,other,1693.0,3.0,89.0,3
6866,other,1800.0,4.0,125.0,3
6867,other,900.0,2.0,55.0,2
6870,other,661.0,1.0,40.0,1
6873,other,933.0,2.0,58.0,1
6875,other,1380.0,3.0,130.0,3
6876,other,1050.0,2.0,64.8,2
6878,other,1303.0,2.0,90.0,2
6880,other,2500.0,3.0,180.0,5
6882,other,1419.0,2.0,87.0,3
6884,other,1120.0,2.0,65.0,2
6885,other,762.5,1.0,45.4,1
6886,other,1245.0,2.0,75.0,2
6889,other,1345.0,2.0,97.0,2
6891,other,1180.0,2.0,86.0,2
6894,other,2008.0,3.0,170.0,3
6896,other,1020.0,2.0,55.0,2
6897,other,2095.0,3.0,142.0,3
6899,other,694.0,1.0,30.84,1
6902,other,1259.0,2.0,67.48,2
6905,other,850.0,1.0,60.0,1
6907,other,1900.0,4.0,180.0,3
6908,other,1367.0,2.0,86.0,2
6909,other,1210.0,2.0,81.0,3
6914,other,782.0,1.0,19.55,1
6915,other,1435.0,2.0,80.0,3
6917,other,1600.0,2.0,88.0,3
6918,other,3205.0,4.0,300.0,4
6919,other,1674.0,3.0,90.0,3
6921,other,1703.0,3.0,130.0,3
6922,other,1350.0,3.0,71.55,3
6924,other,1216.0,2.0,75.0,2
6925,other,1100.0,3.0,60.0,2
6926,other,2425.0,5.0,201.0,4
6927,other,2700.0,4.0,175.0,4
6929,other,1600.0,3.0,90.0,3
6931,other,780.0,2.0,72.0,2
6933,other,1250.0,2.0,110.0,2
6934,other,1250.0,4.0,100.0,4
6935,other,620.0,2.0,48.0,1
6939,other,1181.7,2.0,100.0,2
6940,other,1691.0,3.0,113.0,3
6941,other,1200.0,4.0,83.0,4
6944,other,1300.0,3.0,77.99,3
6945,other,1356.0,2.0,94.84,2
6946,other,1338.0,2.0,103.0,2
6947,other,500.0,1.0,20.0,1
6948,other,1280.0,2.0,100.0,3
6952,other,1917.0,3.0,110.0,3
6954,other,2625.0,3.0,175.0,3
6956,other,2041.0,3.0,128.0,3
6957,other,2070.0,4.0,160.0,3
6958,other,1110.0,3.0,59.0,3
6959,other,1650.0,3.0,110.0,3
6960,other,3565.0,4.0,255.0,4
6962,other,1142.0,2.0,65.0,2
6963,other,1500.0,2.0,75.0,3
6967,other,1100.0,2.0,60.0,2
6968,other,1044.0,2.0,85.0,2
6971,other,1345.0,2.0,108.0,2
6972,other,1248.0,2.0,130.0,2
6973,other,3600.0,4.0,245.0,4
6976,other,1424.0,2.0,75.0,3
6979,other,1160.0,2.0,70.0,2
6985,other,1466.0,3.0,77.59,3
6986,other,1610.0,2.0,115.0,3
6990,other,1996.0,4.0,123.0,3
6992,other,1835.0,3.0,175.0,3
6993,other,1435.0,3.0,90.0,3
6994,other,4097.0,3.0,400.0,3
6996,other,1257.0,2.0,93.0,2
6997,other,3596.0,5.0,260.0,4
6998,other,1309.0,2.0,95.0,2
6999,other,1362.0,2.0,100.0,2
7004,other,1185.0,2.0,67.0,2
7005,other,1790.0,3.0,120.0,3
7006,other,3450.0,4.0,208.0,3
7008,other,693.0,1.0,27.375,1
7009,other,775.0,1.0,39.0,1
7011,other,1183.0,2.0,77.25,2
7012,other,425.0,1.0,15.0,1
7019,other,1847.0,3.0,123.0,3
7020,other,1020.0,2.0,49.87,1
7021,other,1650.0,3.0,95.0,3
7022,other,2380.0,4.0,242.0,4
7028,other,1115.0,2.0,60.0,2
7031,other,1536.0,3.0,104.0,3
7033,other,1571.0,3.0,83.0,3
7034,other,900.0,1.0,70.0,2
7035,other,1517.0,2.0,125.0,2
7036,other,664.0,1.0,35.4,1
7038,other,1340.0,2.0,72.0,2
7042,other,525.0,2.0,29.25,1
7043,other,1680.0,3.0,117.0,3
7046,other,1512.0,3.0,80.0,3
7047,other,3435.0,2.0,341.0,4
7049,other,1550.0,2.0,80.0,3
7051,other,1325.0,2.0,73.0,2
7054,other,800.0,2.0,41.145,2
7056,other,2099.0,3.0,147.0,3
7057,other,1365.0,2.0,72.0,3
7058,other,1485.0,3.0,132.0,2
7062,other,1328.0,2.0,91.06,2
7063,other,1232.0,2.0,87.0,2
7064,other,1180.0,2.0,88.5,2
7066,other,3602.0,4.0,280.0,4
7067,other,2400.0,4.0,145.0,4
7070,other,2159.0,3.0,120.0,3
